timestamp,symbol,price,assetAddress,configuration,aTokenAddress,stableDebtTokenAddress,variableDebtTokenAddress,collateralSupply,debtSupply,ltv,liquidationThreshold,liquidationBonus,decimals,reserveIsActive,reserveIsFrozen,borrowingEnabled,stableRateBorrowingEnabled,assetIsPaused,borrowingInIsolationModeEnabled,siloedBorrowingEnabled,flashLoaningEnabled,reserveFactor,borrowCap,supplyCap,liquidationProtocolFee,eModeCategoryId,unbackedMintCap,debtCeilingForIsolationMode,virtualAccountingEnabled
1728274536,crvUSD,0.997994,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,7237005577332262213973186563042994656213122727411060102398711075133867425792,0xb82fa9f31612989525992FCfBB09AB22Eff5c85A,0xb55C604075D79486b8A329c396Fc711Be54B5330,0x028f7886F3e937f8479efaD64f31B3fE1119857a,701260.4967472614,525362.4523783806,0.0,0.0,0.0,18,True,False,True,False,False,False,False,True,0.1,2500000,5000000,0.0,0,0,0,True
1728274536,PYUSD,1.0,0x6c3ea9036406852006290770BEdFcAbA0e23A0e8,7237005577332262213973186563042999225434358293065498020147848933959186513920,0x0C0d01AbF3e6aDfcA0989eBbA9d6e85dD58EaB1E,0x5B393DB4c72B1Bd82CE2834F6485d61b137Bc7aC,0x57B67e4DE077085Fd0AF2174e9c14871BE664546,11026017.402015,8707181.295173,0.0,0.0,0.0,6,True,False,True,False,False,False,False,True,0.2,48000000,60000000,0.0,0,0,0,True
1728274536,weETH,2622.181972903326,0xCd5fE23C85820F7B72D0926FC9b05b43E359b7ee,7237005577332262213973186942896404246041121629901802875391620602439156898898,0xBdfa7b7893081B35Fb54027489e2Bc7A38275129,0xBad6eF8e76E26F39e985474aD0974FDcabF85d37,0x77ad9BF13a52517AD698D65913e8D381300c8Bf3,934783.5045546109,40451.962870091374,0.725,0.75,1.075,18,True,False,True,False,False,False,False,True,0.45,200000,935000,0.1,1,0,0,True
1728274536,osETH,2567.3965381680955,0xf1C9acDc66974dFB6dEcB12aA385b9cD01190E38,7237005577332262213973186942896404169195128123345777679696731503086552226898,0x927709711794F3De5DdBF1D176bEE2D55Ba13c21,0x48Fa27f511F40d16f9E7C913e9388d52d95bC6d2,0x8838eefF2af391863E1Bb8b1dF563F86743a8470,4586.924941282523,11.636633400341958,0.725,0.75,1.075,18,True,False,True,False,False,False,False,True,0.15,1000,10000,0.1,1,0,0,True
1728274536,USDe,0.998755,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,7269915668478686334816285952403141990962836802999237709821967847209841728544,0x4F5923Fc5FD4a93352581b38B7cD26943012DECF,0x43Cc8AD0c223b38D9c04802bB184A2D97e497D38,0x015396E1F286289aE23a762088E863b3ec465145,46351618.03802129,23660548.186254367,0.72,0.75,1.085,18,True,False,True,False,False,True,False,True,0.25,110000000,120000000,0.1,0,0,5000000000,True
1728274536,ETHx,2592.32,0xA35b1B31Ce002FBF2058D22F30f95D405200A15b,7237005577332262213973186942896404169195128123344955610139393555247765134618,0x1c0E06a0b1A4c160c17545FF2A951bfcA57C0002,0xBDfa7DE5CF7a7DdE4F023Cac842BF520fcF5395C,0x08a8Dc81AeA67F84745623aC6c72CDA3967aab8b,5618.899815439355,27.36638736613892,0.745,0.77,1.075,18,True,False,True,False,False,False,False,True,0.15,320,10000,0.1,1,0,0,True
1728274536,sUSDe,1.1043477047027703,0x9D39A5DE30e57443BfF2A8307A4256c8797A3497,7263333650249401510647666075672902952039936285914784670932211050696164514848,0x4579a27aF00A62C0EB156349f31B345c08386419,0xc9335dE638f4C96a8330b2FFc44353Bab58774e3,0xeFFDE9BFA8EC77c14C364055a200746d6e12BeD6,1080169.083688213,0.0,0.72,0.75,1.085,18,True,False,False,False,False,False,False,True,0.2,0,4000000,0.1,0,0,4000000000,True
1728274536,tBTC,63304.0,0x18084fbA666a33d37592fA2633fD49a74DD93a88,7237005577332262213973186568751985011698905778191118104898618856892876201092,0x10Ac93971cdb1F5c778144084242374473c350Da,0xCcf8413F9cA3bAE07EEF05E265D238d60abCb8Ca,0xAC50890a80A2731eb1eA2e9B4F29569CeB06D960,350.19164189053026,2.497023268796678,0.73,0.78,1.075,18,True,False,True,False,False,False,False,True,0.2,275,550,0.1,0,0,0,True
1728274536,cbBTC,63635.10964128036,0xcbB7C0000aB88B473b1f5aFd9ef808440eed33Bf,7237005577332262213973186568751985011852597765203525351426490027090703293572,0x5c647cE0Ae10658ec44FA4E11A51c96e94efd1Dd,0x0002BfcCE657a4BEB498E23201bd767FC5A0A0d5,0xeB284A70557EFe3591b9e6D9D720040E02c54a4d,1376.75969524,38.48321754,0.73,0.78,1.075,8,True,False,True,False,False,False,False,True,0.2,90,2400,0.1,0,0,0,True
1728274536,USDS,1.003,0xdC035D45d973E3EC169d2276DDab16f1e407384F,7237005577332262213973186568751989165490700448099443855775788630317863542092,0x32a6268f9Ba3642Dda7892aDd74f1D34469A4259,0x21A7BD33410cb836d99efEA1f1bFE72E3094024b,0x490E0E6255bF65b43E2e02F7acB783c5e04572Ff,2781904.0227546855,625556.6338171652,0.75,0.78,1.075,18,True,False,True,False,False,False,False,True,0.1,45000000,50000000,0.1,0,0,0,True
